"id","breed","sex","age","numberOfCatsInHouse","houseType","zone","timeOutside","timeWithOwner","shy","calm","afraid","clever","vigilant","persevering","affectionate","friendly","lonely","brutal","dominant","aggressive","impulsive","predictable","distracted","greeneryInArea","birdCatcher","mammalCatcher","bonus"
"78","5","1","1","2","4","2","3","3","3","4","4","5","5","5","5","3","2","2","1","2","3","4","4","3","1","1",""
"79","5","2","3","3","3","3","3","3","1","3","3","4","5","5","5","5","1","2","3","4","3","4","4","3","1","1",""
"80","5","2","4","3","3","3","3","3","5","5","1","3","5","5","5","5","1","1","4","5","3","4","3","3","1","1",""
"82","5","2","4","1","4","3","2","4","4","4","5","4","4","3","5","4","4","1","1","1","1","5","3","3","1","1","Didn't bring us a single animal, nothing! Very fearful, doesn't want to go out if we're not outside"
"83","3","1","3","2","3","2","2","3","4","4","4","4","3","3","4","1","4","2","1","2","1","3","3","3","1","1","Tied outdoors with 5m leash"
"84","13","2","1","1","3","3","3","3","2","2","4","3","3","4","1","2","4","4","4","2","5","1","3","3","1","1",""
"85","13","1","1","2","4","3","3","3","4","4","4","4","4","4","5","4","4","1","1","3","1","4","4","3","1","1",""
"86","5","1","3","1","3","2","1","4","5","5","4","5","5","2","5","5","1","1","1","3","1","5","5","3","1","1","He never goes outside except on a leash."
"87","13","2","1","2","3","2","3","3","1","3","1","4","3","3","5","5","1","1","2","1","2","5","5","3","1","4",""
"88","13","2","1","1","3","3","1","3","4","2","3","5","5","3","4","2","3","3","3","3","4","4","4","3","1","1",""
"89","3","2","3","1","2","2","4","4","5","3","4","3","3","1","4","4","3","1","2","4","2","5","2","3","1","1","Meows all the time"
"90","5","2","4","4","3","3","1","1","1","5","2","4","4","5","5","5","4","1","1","1","1","5","2","3","1","1","He doesn't go out because he's 16 and has health problems."
"91","5","2","3","4","3","3","1","4","1","3","1","3","1","5","4","4","1","3","4","1","5","3","5","3","1","1",""
"93","6","2","3","4","3","2","4","2","5","5","4","4","5","4","5","1","5","1","3","1","1","4","2","3","1","1",""
"94","5","2","3","4","3","3","3","3","4","3","4","4","4","4","4","4","4","1","2","1","2","1","1","3","1","2",""
"95","10","1","4","4","3","3","2","4","4","4","5","5","5","5","5","4","5","3","4","5","5","1","4","3","1","1",""
"96","5","1","1","2","3","1","1","3","3","1","1","4","4","5","3","1","3","2","1","1","1","1","1","3","1","1",""
"97","13","2","2","1","1","3","1","3","2","2","4","4","5","2","5","5","3","3","3","4","4","4","5","3","1","1","I answered the last 3 questions but it only comes out 0"
"98","3","1","3","2","4","3","2","2","3","3","3","3","3","3","3","2","2","1","1","1","1","1","1","3","1","1",""
"99","5","1","1","1","4","2","2","3","3","2","3","2","2","2","3","3","2","2","1","3","2","1","2","3","1","1",""
"100","13","2","1","2","4","3","1","3","3","4","3","4","4","4","5","4","2","1","1","2","2","3","3","3","1","1",""
"101","3","1","2","6","4","3","1","3","2","2","1","2","2","2","2","2","1","1","1","1","1","2","1","3","1","1",""
"102","3","1","1","5","4","3","1","3","1","4","1","5","4","5","5","4","1","3","1","1","2","4","4","3","1","1",""
"104","3","2","1","1","3","2","2","4","3","4","3","5","5","5","3","3","3","1","1","1","1","1","2","3","1","1","Go out on a leash in the garden"
"105","5","1","2","6","3","2","4","3","3","4","5","5","5","5","2","1","5","1","1","3","4","3","1","3","1","4",""
"106","5","2","3","6","3","2","3","3","5","5","4","5","4","4","4","3","2","1","1","1","5","5","1","3","1","1","He plays with small rodents that he finds outside but does not kill them (he brings them back to my house alive)"
"107","5","1","3","2","3","1","3","3","4","3","5","5","5","5","5","5","3","2","1","1","1","4","5","3","1","3",""
"108","3","1","4","2","4","3","1","3","1","5","2","3","2","4","5","5","1","5","2","2","1","3","4","3","1","1",""
"109","5","1","3","1","4","3","2","3","2","2","5","5","4","5","4","2","4","4","4","4","4","4","4","3","1","1",""
"110","13","2","3","2","3","3","3","2","3","5","1","4","5","3","5","4","3","1","3","5","3","3","2","3","1","1","Neutered and dominant cat with outside cats
 Hunting and prey unknown due to lack of garden but goes out into a backyard park"
"111","13","1","1","1","3","3","2","3","3","4","1","5","5","5","3","3","4","1","1","1","2","4","3","3","1","1",""
"112","12","1","2","3","4","3","1","3","1","5","1","5","5","5","5","5","1","1","1","1","1","5","4","3","1","1","Answer for TUV, my EUR is the opposite"
"113","5","1","1","1","2","1","1","3","2","4","2","4","4","5","4","5","2","1","1","1","1","1","4","3","1","1",""
"116","3","2","1","1","4","3","1","4","1","4","2","5","5","5","5","5","1","1","2","2","2","2","4","3","1","1",""
"117","2","1","2","2","4","3","2","4","4","3","3","4","5","5","5","3","2","2","2","1","3","4","5","3","1","1","This is a cat that only goes out under supervision for 1 hour max per day, so it can't hunt, but it is very curious when it hears a bird, for example."
"118","3","2","3","1","4","3","1","3","5","4","3","3","5","4","3","3","5","1","3","3","1","4","2","3","1","1","Indoor cat, has not seen a mouse yet, but his toy mouse, he uses it like a real one. It's funny."
"119","3","2","2","2","4","3","1","3","1","3","1","3","3","3","3","3","1","2","3","3","3","3","3","3","1","1",""
"120","5","2","1","1","4","3","2","4","4","4","4","5","4","4","4","4","2","2","2","2","4","4","4","3","1","1","He's a little afraid to go outside when I'm not with him."
"121","3","2","3","2","3","3","1","3","1","4","3","3","5","4","5","4","2","2","5","1","2","4","1","3","1","1",""
"122","4","1","1","1","1","1","1","4","3","3","3","4","4","4","5","3","3","2","2","3","3","4","3","3","1","1",""
"123","13","1","1","1","4","2","1","3","1","3","4","4","2","4","5","5","2","2","4","3","4","3","4","3","1","1","Since my kitten doesn't go out, it's impossible to say if she would bring me prey or not. But judging by her behavior, I would say yes. A real toy hunter. She even jumps on my mother's dog haha"
"124","5","1","4","2","4","3","4","3","4","5","4","3","3","3","5","2","4","1","3","2","3","4","3","3","1","2",""
"125","13","1","1","4","4","1","3","3","1","3","1","4","4","3","5","4","1","1","3","4","3","4","2","3","1","1",""
"127","5","2","3","4","3","1","1","3","1","2","1","4","2","4","5","5","4","4","4","5","5","3","5","3","1","1",""
"128","5","1","3","4","3","1","1","3","1","2","2","5","4","5","5","4","4","2","4","4","3","4","2","3","1","1",""
"129","5","1","3","3","2","2","2","4","4","3","3","5","4","4","5","2","1","3","3","1","3","4","5","3","1","1","Curious"
"130","3","1","3","2","2","1","2","4","5","5","2","4","5","3","2","1","4","1","1","1","2","4","2","3","1","1",""
"131","2","2","2","1","4","3","2","4","4","5","1","5","4","4","5","5","1","1","1","1","1","3","3","3","1","1",""
"132","6","2","2","1","4","3","2","4","3","4","3","5","4","4","4","4","3","3","3","2","2","3","3","3","1","1",""
"133","9","2","3","6","3","1","3","3","1","4","1","5","5","5","5","5","1","1","1","1","1","3","4","3","1","1",""
"134","1","1","1","1","3","1","1","3","2","1","3","5","5","5","3","2","3","4","4","3","3","4","3","3","1","1","Half BEN and Abissan cat."
"135","3","2","4","4","4","3","2","3","2","5","1","5","5","4","5","2","2","1","1","1","1","4","2","3","1","2","Very homebody"
"138","5","1","3","2","3","2","4","3","4","4","3","5","5","5","4","2","4","1","3","3","2","4","4","3","1","2",""
"139","5","2","4","2","3","3","4","3","4","4","3","4","3","3","3","3","4","1","2","1","3","3","3","3","1","1",""
"140","4","2","3","2","4","3","1","3","2","4","1","4","4","3","5","5","3","3","3","1","3","4","3","3","1","1",""
"141","13","1","2","2","4","1","1","4","2","4","2","5","3","3","5","5","2","1","1","2","3","3","3","3","1","1",""
"142","13","1","1","2","4","3","1","3","1","1","1","5","2","4","4","5","2","4","3","2","4","4","4","3","1","1",""
"143","5","1","3","5","2","1","3","3","2","4","3","5","5","5","3","4","4","3","4","1","1","4","3","3","1","4","don't like it when I lock myself in a room, the doors have to stay open all the time"
"144","13","1","3","4","4","3","1","2","1","3","2","5","4","4","5","3","3","3","4","3","3","3","1","3","1","2",""
"145","5","1","1","1","4","2","1","3","3","5","1","4","5","3","4","4","5","1","3","3","4","4","3","3","1","1",""
"146","13","2","1","1","4","3","3","3","4","3","4","4","2","4","4","3","4","2","3","1","4","4","4","3","1","5",""
"147","3","2","2","2","4","3","1","2","3","1","1","1","1","1","1","2","3","2","2","2","2","1","1","3","1","1",""
"149","5","1","2","2","2","2","1","3","2","4","2","4","4","4","5","4","2","1","2","2","3","3","2","3","1","1",""
"150","5","2","2","2","2","2","1","3","5","4","4","4","5","3","4","3","2","1","3","2","2","3","5","3","1","1",""
"151","5","1","3","1","4","3","1","3","4","2","2","4","4","5","5","5","3","2","5","5","5","4","4","3","1","1","We had 2 cats from the same litter, our M was run over in front of our house, 2 and a half years ago now, since then his sister is no longer allowed to go out, and when she runs away.... I take it very badly, afraid that she will be run over in turn....."
"152","3","2","3","6","4","3","3","2","4","5","1","5","3","3","5","4","2","1","2","1","2","4","2","3","1","1","Cats have access to an outdoor enclosure."
"155","13","2","2","1","4","2","1","3","1","3","3","5","1","4","5","5","1","2","2","3","2","5","5","3","1","2",""
"156","5","1","3","1","4","3","3","3","5","4","5","4","4","4","5","2","3","1","1","1","3","3","3","3","1","3",""
"157","5","1","1","1","2","2","1","2","2","4","3","5","5","5","5","4","2","4","3","3","4","2","4","3","1","1",""
"158","5","1","2","6","4","3","1","4","1","2","1","5","4","1","5","3","2","2","4","3","4","4","5","3","1","1","Door opener"
"160","5","2","1","1","4","2","3","3","1","2","5","2","3","3","2","4","3","2","2","1","2","2","3","3","1","1",""
"161","5","2","1","1","3","2","1","3","3","3","2","3","3","2","3","3","3","2","2","2","2","3","2","3","1","1","Very affectionate with us 2..doesn't want to see anyone else"
"162","6","2","1","4","3","3","1","3","1","3","1","5","3","4","5","5","1","1","3","1","4","3","4","3","1","1","He stays inside"
"163","10","2","1","4","4","3","1","3","1","4","1","4","2","4","5","5","2","4","2","2","2","4","4","3","1","1",""
"164","13","1","3","6","3","3","1","3","3","4","5","3","4","4","3","3","4","2","1","4","3","4","1","3","1","1","Where does the cat come from (find where to buy)"
"165","6","1","3","2","4","3","3","4","4","4","4","5","5","4","5","2","2","1","5","5","4","3","2","3","1","1",""
"166","6","2","2","2","4","3","3","4","1","5","1","4","4","5","5","5","2","1","2","3","1","3","4","3","1","1",""
"167","5","2","1","1","3","2","1","2","3","2","3","4","4","4","3","1","3","4","4","3","4","3","4","3","1","1","Very fearful but he is reckless"
"168","13","1","3","5","3","3","1","4","1","5","1","5","5","5","5","5","2","1","4","1","1","5","1","3","1","1",""
"169","5","1","2","1","4","1","3","4","1","2","2","4","4","4","4","4","4","2","4","5","4","4","4","3","1","1",""
"171","5","1","4","3","4","3","3","3","4","4","1","4","4","5","5","2","3","1","1","1","1","4","1","3","1","1",""
"172","5","1","2","1","4","3","4","3","5","5","1","5","5","3","3","3","3","1","3","1","4","3","3","3","1","4",""
"173","5","1","1","1","1","3","1","3","5","4","2","5","4","4","4","4","3","1","1","1","1","3","2","3","1","1",""
"174","8","2","4","2","4","3","3","4","3","5","4","5","5","1","3","3","4","2","3","3","1","3","1","3","1","2",""
"175","5","1","4","1","2","3","3","3","1","5","3","5","5","5","5","4","5","1","3","3","4","1","4","3","1","3",""
"176","5","2","3","2","3","2","3","3","2","4","3","4","3","4","5","4","3","2","4","2","2","4","3","3","1","3",""
"177","5","1","1","1","3","3","1","4","3","3","3","3","2","3","3","2","1","3","3","3","3","3","1","3","1","1",""
"178","5","1","4","1","4","3","1","3","5","5","4","4","5","3","5","2","2","1","2","5","2","4","4","3","1","1",""
"179","5","1","2","1","3","2","1","3","4","3","4","4","4","4","4","2","4","3","4","3","4","4","4","3","1","1","Changing"
"180","4","1","3","4","3","2","3","3","2","5","4","2","2","2","5","5","4","1","1","3","1","4","2","3","1","1","This is a charter collected in front of my school. She was starved and beaten by the neighborhood children. She is no longer clean as soon as her litter box is a little dirty. Very clingy with me."
"182","4","1","4","4","3","2","3","3","2","4","2","4","4","4","5","4","2","1","3","3","2","4","2","3","1","1","This is my ""granny"". She was born at my house. I bottle-fed her. She lived in an apartment for 9 years and then discovered the house and its exteriors when we moved (1 year after our arrival). She comes back as soon as we call her. She climbs the facade like Spiderman to enter through the balcony (my ground floor is street level and my garden is cellar level. The balcony is ground floor level). Rather discreet during the day and as soon as my baby is in bed she comes to get cuddles. She is starting to show herself more with my little boy (He will be 2 years old, he is less ""brutal"" than when he was younger.
 This is the last one I have left in ""chartreuse"". I had the mother (who died of a stomach tumor at 9 years old and her brother, who died of respiratory cancer at 8 years old)."
"183","5","1","3","1","4","3","1","4","2","4","3","4","4","4","5","5","1","2","2","3","2","4","3","3","1","1",""
"184","3","1","1","1","2","2","1","4","1","2","2","5","3","5","5","4","4","2","3","1","1","1","3","3","1","1",""
"185","5","2","1","1","4","3","3","3","2","2","4","3","4","2","4","3","4","3","2","1","1","4","3","3","1","1","Regarding predation, my cat is not a good case to study, it is more of a mussel..??"
"186","13","1","2","1","1","1","1","4","3","4","4","4","4","4","4","5","4","3","3","3","4","4","4","3","1","1",""
"187","9","1","3","1","4","1","1","4","1","1","1","5","5","5","4","5","1","4","4","3","4","4","4","3","1","1",""
"188","13","1","2","2","3","1","3","3","1","4","2","4","4","4","4","4","3","2","2","1","2","3","5","3","1","2","Only goes out on a leash in the garden or access to fresh air on the balcony."
"189","5","2","3","6","4","3","2","2","3","4","2","4","3","3","4","3","4","2","2","2","2","3","3","3","1","1",""
"190","5","1","2","1","3","1","3","3","3","4","5","4","5","3","4","1","5","1","1","1","3","3","2","3","1","1",""
"191","5","1","3","2","4","3","1","3","3","3","5","5","5","5","3","5","4","4","3","4","4","1","4","3","1","2",""
"193","13","1","4","1","3","2","1","4","5","4","5","5","5","5","4","1","5","1","3","1","1","3","1","3","1","1",""
"194","12","1","4","3","4","3","1","2","2","3","2","4","4","4","5","5","3","1","4","3","2","4","2","3","1","1",""
"195","13","2","1","3","3","2","2","3","2","4","1","3","3","4","5","4","1","2","3","1","3","3","3","3","1","1",""
"196","6","2","2","2","3","2","1","3","3","3","3","3","3","3","3","3","3","2","3","1","2","2","3","3","1","1",""
"197","5","2","3","1","4","3","4","3","4","1","1","5","4","4","4","2","3","1","1","1","1","1","1","3","1","1",""
"198","4","2","3","2","4","3","3","3","1","4","4","5","5","4","5","4","2","1","4","4","2","5","2","3","1","3",""
"199","1","2","1","3","2","2","1","4","1","1","1","5","5","5","5","5","1","1","4","1","5","4","1","3","1","1",""
"200","5","2","4","2","4","2","1","2","2","4","2","3","2","4","4","4","4","1","1","1","1","3","1","3","1","1",""
"201","5","2","3","2","4","2","2","4","3","4","3","4","4","2","4","4","2","1","1","1","1","3","1","3","1","1",""
"202","11","2","2","6","4","2","2","4","2","1","1","4","4","4","3","1","4","4","4","3","4","1","4","3","1","1",""
"204","11","2","1","1","4","3","3","3","4","1","3","4","4","4","4","3","1","4","2","2","4","1","3","3","1","1",""
"205","13","2","3","2","3","2","4","2","2","4","1","4","3","3","4","3","4","1","1","1","1","3","3","3","1","1",""
"206","11","2","3","3","4","3","1","3","1","3","3","5","5","5","5","5","1","1","3","1","1","1","1","3","1","1",""
"207","2","1","3","3","4","3","3","4","4","4","3","5","5","4","5","3","2","1","1","1","3","3","3","3","1","2",""
"208","6","2","3","3","4","3","1","3","1","5","1","5","5","5","5","5","5","1","1","1","1","1","1","3","1","1",""
"209","5","2","4","2","3","3","3","3","5","5","5","3","3","4","5","2","5","1","4","4","1","1","1","3","1","2",""
"210","5","1","3","3","3","1","1","3","4","5","4","5","5","4","5","5","2","1","1","1","2","3","2","3","1","1",""
"211","5","1","3","3","4","3","3","3","3","4","1","3","5","3","2","1","5","5","4","5","5","3","4","3","1","3","F sterilized obese"
"212","5","2","1","2","4","2","1","2","4","3","1","5","3","5","5","3","2","4","3","2","3","4","4","3","1","1",""
"213","11","2","2","1","2","3","3","3","4","2","1","5","3","2","2","1","4","4","5","3","3","4","4","3","1","1",""
"215","1","2","2","1","4","3","4","3","4","3","2","5","5","5","5","2","5","5","5","1","5","3","3","3","1","5","My cat has a weenect gps so I don't lose him ??"
"216","13","1","4","1","3","3","2","3","1","4","1","5","5","4","5","5","3","1","5","5","5","2","1","3","1","4","Older kitty very much a hunter when she was younger, she preferred birds but now she is older and doesn't go out much and doesn't hunt anymore, lives with a Malinois dog but she is the dominant one"
"217","13","2","3","4","4","3","3","3","4","5","1","5","4","4","5","1","2","1","1","1","1","4","4","3","1","1",""
"218","13","2","1","1","3","2","1","3","3","4","2","5","5","5","5","4","3","1","1","1","1","1","3","3","1","1",""
"219","5","1","3","1","3","3","1","4","3","4","3","4","5","5","5","3","2","3","1","3","3","5","3","3","1","1","Still lives indoors, goes outside, plays a lot with me and the dogs, she tries to go outside when I'm outside too long, she has to follow me everywhere in the house. She has about ten toys, a cat tree, ten litter boxes with their mats."
"220","3","1","3","3","3","1","1","4","3","4","2","5","5","3","4","3","4","1","1","3","1","1","1","3","1","1","My cat doesn't go out so he doesn't hunt but he brings me mice or birds as toys."
"221","12","1","4","3","3","1","4","3","3","5","2","4","4","4","3","3","4","1","1","3","1","3","3","3","1","1",""
"222","3","2","3","2","3","2","1","3","3","4","3","4","5","5","4","4","3","1","4","3","1","5","2","3","1","1",""
"223","5","2","1","1","3","2","1","3","2","4","3","4","4","4","5","4","2","2","2","3","2","4","4","3","1","1",""
"224","5","2","1","2","4","3","1","3","4","2","2","4","5","4","5","2","2","1","1","3","3","4","4","3","1","1",""
"227","5","1","1","1","4","3","4","4","1","4","1","5","5","5","4","4","3","1","2","1","1","4","5","3","1","2",""
"228","10","2","1","1","3","2","3","3","3","2","2","4","3","4","4","4","2","3","3","1","4","4","3","3","1","1","As a kitten he is still discovering, hence his first hunting instinct."
"229","5","1","3","4","3","2","2","3","2","5","5","2","3","4","5","5","5","1","1","5","3","4","2","3","1","1",""
"230","13","2","4","4","3","2","4","4","1","5","1","4","4","4","5","5","2","2","1","2","1","1","3","3","1","1",""
"231","5","1","2","2","1","2","1","4","2","2","1","2","2","2","2","2","1","1","1","1","1","2","2","3","1","1",""
"232","3","1","2","1","3","1","1","2","5","5","3","5","5","4","5","2","5","1","1","3","1","4","1","3","1","1",""
"233","13","2","3","4","3","3","1","3","2","4","2","5","4","4","5","3","3","2","3","2","4","4","4","3","1","1",""
"234","13","2","3","2","4","3","4","3","2","3","2","3","4","4","4","5","3","1","1","2","1","3","2","3","1","1",""
"235","13","1","3","2","4","3","4","2","4","2","2","3","4","4","4","2","5","1","4","4","2","3","1","3","1","2",""
"236","6","1","1","3","3","3","1","3","1","3","1","4","4","4","4","4","1","2","2","1","4","3","4","3","1","1",""
"238","11","2","1","1","2","1","1","2","3","4","3","5","3","4","5","5","4","3","5","3","3","3","2","3","1","1",""
"239","3","2","2","1","4","2","1","3","4","3","4","5","4","4","4","4","3","1","2","1","1","1","1","3","1","1",""
"240","13","1","4","1","3","3","2","3","2","5","4","4","4","3","5","4","4","2","3","4","3","4","2","3","1","1",""
"241","13","1","3","1","2","2","2","3","4","3","4","4","4","4","4","1","4","1","3","4","3","4","2","3","1","1","She only goes out on the terrace. She chases straws, cotton buds and even clean sanitary tampons straight from the drawer. She also chases all objects with feathers and brings them to me as gifts."
"243","4","1","3","1","4","3","1","3","4","5","2","4","4","3","5","2","4","2","2","3","3","4","2","3","1","1",""
"244","8","1","4","1","3","3","2","4","3","5","4","5","5","5","5","2","3","1","5","4","2","4","4","3","1","1","Dominates 2 female dogs at home, she's the mistress of the place!"
"245","13","2","2","1","3","2","2","4","1","3","3","5","5","5","5","5","1","2","4","4","2","4","2","3","1","2",""
